Date,Close 
Jan 2 2024,0.5500
Jan 3 2024,0.5400
Jan 4 2024,0.5400
Jan 5 2024,0.5450
Jan 8 2024,0.5450
Jan 9 2024,0.5350
Jan 10 2024,0.5250
Jan 11 2024,0.5200
Jan 12 2024,0.5200
Jan 15 2024,0.5250
Jan 16 2024,0.5200
Jan 17 2024,0.5200
Jan 18 2024,0.5150
Jan 19 2024,0.5150
Jan 22 2024,0.5200
Jan 23 2024,0.6800
Jan 24 2024,0.7050
Jan 25 2024,0.7300
Jan 26 2024,0.7100
Jan 29 2024,0.7000
Jan 30 2024,0.6650
Jan 31 2024,0.6650
Feb 1 2024,0.6350
Feb 2 2024,0.6350
Feb 5 2024,0.6250
Feb 6 2024,0.6550
Feb 7 2024,0.6350
Feb 8 2024,0.6350
Feb 9 2024,0.6150
Feb 12 2024,0.6100
Feb 13 2024,0.6150
Feb 14 2024,0.6600
Feb 15 2024,0.6350
Feb 16 2024,0.6450
Feb 19 2024,0.6550
Feb 20 2024,0.6400
Feb 21 2024,0.6350
Feb 22 2024,0.6600
Feb 23 2024,0.6550
Feb 26 2024,0.6600
Feb 27 2024,0.6600
Feb 28 2024,0.6550
Feb 29 2024,0.6400
Mar 1 2024,0.6450
Mar 4 2024,0.6400
Mar 5 2024,0.6400
Mar 6 2024,0.6350
Mar 7 2024,0.6250
Mar 8 2024,0.6150
Mar 11 2024,0.6000
Mar 12 2024,0.5950
Mar 13 2024,0.6300
Mar 14 2024,0.6100
Mar 15 2024,0.6050
Mar 18 2024,0.6000
Mar 19 2024,0.6050
Mar 20 2024,0.6100
Mar 21 2024,0.6050
Mar 22 2024,0.6050
Mar 25 2024,0.6200
Mar 26 2024,0.6250
Mar 27 2024,0.6600
Mar 28 2024,0.6400
Apr 2 2024,0.6460
Apr 3 2024,0.6530
Apr 4 2024,0.6380
Apr 5 2024,0.6300
Apr 8 2024,0.6350
Apr 9 2024,0.6280
Apr 10 2024,0.6250
Apr 11 2024,0.6210
Apr 12 2024,0.6100
Apr 15 2024,0.6290
Apr 16 2024,0.6090
Apr 17 2024,0.6140
Apr 18 2024,0.6130
Apr 19 2024,0.6130
Apr 22 2024,0.6200
Apr 23 2024,0.6270
Apr 24 2024,0.6250
Apr 25 2024,0.6200
Apr 26 2024,0.6280
Apr 29 2024,0.6250
Apr 30 2024,0.6230
May 2 2024,0.6200
May 3 2024,0.6150
May 6 2024,0.6280
May 7 2024,0.6230
May 8 2024,0.6100
May 9 2024,0.6240
May 10 2024,0.6180
May 13 2024,0.6250
May 14 2024,0.6350
May 15 2024,0.6250
May 16 2024,0.6250
May 17 2024,0.6180
May 20 2024,0.6140
May 21 2024,0.6100
May 22 2024,0.6050
May 23 2024,0.6090
May 24 2024,0.6020
May 27 2024,0.6040
May 28 2024,0.6050
May 29 2024,0.6140
May 30 2024,0.6140
May 31 2024,0.6040
Jun 3 2024,0.6010
Jun 4 2024,0.5990
Jun 5 2024,0.5970
Jun 6 2024,0.6050
Jun 7 2024,0.6040
Jun 10 2024,0.6000
Jun 11 2024,0.5850
Jun 12 2024,0.5740
Jun 13 2024,0.5860
Jun 14 2024,0.5700
Jun 17 2024,0.5710
Jun 18 2024,0.5820
Jun 19 2024,0.5800
Jun 20 2024,0.5830
Jun 21 2024,0.5780
Jun 24 2024,0.5940
Jun 25 2024,0.6090
Jun 26 2024,0.6100
Jun 27 2024,0.6180
Jun 28 2024,0.5990
Jul 1 2024,0.6060
Jul 2 2024,0.6010
Jul 3 2024,0.6000
Jul 4 2024,0.5980
Jul 5 2024,0.5980
Jul 8 2024,0.5900
Jul 9 2024,0.5840
Jul 10 2024,0.5770
Jul 11 2024,0.5760
Jul 12 2024,0.5800
Jul 15 2024,0.5810
Jul 16 2024,0.5790
Jul 17 2024,0.5590
Jul 18 2024,0.5600
Jul 19 2024,0.5550
Jul 22 2024,0.5640
Jul 23 2024,0.5480
Jul 24 2024,0.5520
Jul 25 2024,0.5380
Jul 26 2024,0.5360
Jul 29 2024,0.5310
Jul 30 2024,0.5300
Jul 31 2024,0.5340
Aug 1 2024,0.5270
Aug 2 2024,0.5220
Aug 5 2024,0.4915
Aug 6 2024,0.5020
Aug 7 2024,0.5120
Aug 8 2024,0.5050
Aug 9 2024,0.5030
Aug 12 2024,0.4975
Aug 13 2024,0.4955
Aug 14 2024,0.4970
Aug 16 2024,0.4960
Aug 19 2024,0.5000
Aug 20 2024,0.4960
Aug 21 2024,0.4920
Aug 22 2024,0.4955
Aug 23 2024,0.4975
Aug 26 2024,0.4925
Aug 27 2024,0.4950
Aug 28 2024,0.4960
Aug 29 2024,0.5880
Aug 30 2024,0.5710
Sep 2 2024,0.5600
Sep 3 2024,0.5280
Sep 4 2024,0.5720
Sep 5 2024,0.5850
Sep 6 2024,0.5620
Sep 9 2024,0.5710
Sep 10 2024,0.5630
Sep 11 2024,0.5610
Sep 12 2024,0.5650
Sep 13 2024,0.5680
Sep 16 2024,0.5490
Sep 17 2024,0.5400
Sep 18 2024,0.5340
Sep 19 2024,0.5360
Sep 20 2024,0.5340
Sep 23 2024,0.5610
Sep 24 2024,0.5700
Sep 25 2024,0.5930
Sep 26 2024,0.5850
Sep 27 2024,0.5790
Sep 30 2024,0.5700
Oct 1 2024,0.5570
Oct 2 2024,0.5660
Oct 3 2024,0.5510
Oct 4 2024,0.5500
Oct 7 2024,0.5400
Oct 8 2024,0.5500
Oct 9 2024,0.5400
Oct 10 2024,0.5400
Oct 11 2024,0.5390
Oct 14 2024,0.5400
Oct 15 2024,0.4680
Oct 16 2024,0.4660
Oct 17 2024,0.4600
Oct 18 2024,0.4100
Oct 21 2024,0.4200
Oct 22 2024,0.4180
Oct 23 2024,0.3900
Oct 24 2024,0.3305
Oct 25 2024,0.3050
Oct 28 2024,0.3065
Oct 29 2024,0.3200
Oct 30 2024,0.3200
Oct 31 2024,0.3080
Nov 1 2024,0.3090
Nov 4 2024,0.3045
Nov 5 2024,0.3190
Nov 6 2024,0.3255
Nov 7 2024,0.3150
Nov 8 2024,0.3100
Nov 11 2024,0.3155
Nov 12 2024,0.3210
Nov 13 2024,0.3100
Nov 14 2024,0.3070
Nov 15 2024,0.3030
Nov 18 2024,0.3050
Nov 19 2024,0.3020
Nov 20 2024,0.3015
Nov 21 2024,0.3000
Nov 22 2024,0.2985
Nov 25 2024,0.2965
Nov 26 2024,0.3050
Nov 27 2024,0.3400
Nov 28 2024,0.3465
Nov 29 2024,0.3390
Dec 2 2024,0.3320
Dec 3 2024,0.3315
Dec 4 2024,0.3480
Dec 5 2024,0.3460
Dec 6 2024,0.3435
Dec 9 2024,0.3530
Dec 10 2024,0.3700
Dec 11 2024,0.3590
