Data	Prezzo	Rendimento	Volume
2024-08-30	15.138	-0.0005	6666163
2024-09-02	15.020	-0.0078	17403639
2024-09-03	14.606	-0.0276	9399269
2024-09-04	14.534	-0.0049	12394447
2024-09-05	14.294	-0.0165	10788030
2024-09-06	14.060	-0.0164	10481610
2024-09-09	14.064	0.0003	10699153
2024-09-10	13.680	-0.0273	8511955
2024-09-11	13.620	-0.0044	21696026
2024-09-12	13.512	-0.0079	12948548
2024-09-13	13.614	0.0075	15952740
2024-09-16	13.590	-0.0018	11864908
2024-09-17	13.642	0.0038	8537527
2024-09-18	13.664	0.0016	10801906
2024-09-19	13.950	0.0209	10216884
2024-09-20	13.470	-0.0344	16095526
2024-09-23	13.778	0.0229	24140661
2024-09-24	13.994	0.0157	13169788
2024-09-25	13.784	-0.0150	14547713
2024-09-26	13.992	0.0151	10894411
2024-09-27	14.550	0.0399	12591218
2024-09-30	12.408	-0.1472	16492007
2024-10-01	12.428	0.0016	76152756
2024-10-02	12.408	-0.0016	25726553
2024-10-03	11.912	-0.0400	15059122
2024-10-04	12.120	0.0175	24297537
2024-10-07	12.214	0.0078	18096301
2024-10-08	11.988	-0.0185	10892059
2024-10-09	12.220	0.0194	11012165
2024-10-10	12.194	-0.0021	10977878
2024-10-11	11.856	-0.0277	10329550
2024-10-14	12.042	0.0157	23993413
2024-10-15	12.002	-0.0033	12352480
2024-10-16	12.010	0.0007	13214497
2024-10-17	11.956	-0.0045	11870352
2024-10-18	12.184	0.0191	10475085
2024-10-21	11.926	-0.0212	17604125
2024-10-22	12.020	0.0079	12095973
2024-10-23	12.380	0.0300	10820476
2024-10-24	12.560	0.0145	24010337
2024-10-25	12.672	0.0089	21852099
2024-10-28	12.704	0.0025	13783319
2024-10-29	12.398	-0.0241	11344276
2024-10-30	12.238	-0.0129	12069140
2024-10-31	12.596	0.0293	22125851
2024-11-01	12.724	0.0102	20733008
2024-11-04	12.608	-0.0091	14030185
2024-11-05	12.650	0.0033	10534690
2024-11-06	12.872	0.0175	10379544
2024-11-07	13.020	0.0115	33033198
2024-11-08	12.538	-0.0370	16715709
2024-11-11	12.762	0.0179	19636753
2024-11-12	12.540	-0.0174	13284271
2024-11-13	12.460	-0.0064	13553482
2024-11-14	12.792	0.0266	10037134
2024-11-15	12.702	-0.0070	12872002
2024-11-18	12.656	-0.0036	11005968
2024-11-19	12.388	-0.0212	9050373
2024-11-20	12.208	-0.0145	15889388
2024-11-21	12.170	-0.0031	7974291
2024-11-22	12.514	0.0283	10086227
2024-11-25	12.814	0.0240	14202516
2024-11-26	12.200	-0.0479	34388441
2024-11-27	12.136	-0.0052	21964758
2024-11-28	12.350	0.0176	12153631
2024-11-29	12.536	0.0151	12297261
2024-12-02	11.746	-0.0630	13236146
2024-12-03	11.934	0.0160	49837899
2024-12-04	12.090	0.0131	20860927
2024-12-05	12.548	0.0379	26698495
2024-12-06	12.948	0.0319	24136969
2024-12-09	13.146	0.0153	26744860
2024-12-10	13.274	0.0097	17416853
2024-12-11	13.194	-0.0060	12652095
2024-12-12	13.208	0.0011	11668998
2024-12-13	13.348	0.0106	12017443
2024-12-16	12.730	-0.0463	14683747
2024-12-17	12.758	0.0022	22173772
2024-12-18	12.744	-0.0011	10704723
2024-12-19	12.362	-0.0300	10230791
2024-12-20	12.378	0.0013	14003871
2024-12-23	12.342	-0.0029	21521407
2024-12-27	12.596	0.0206	7063366
2024-12-30	12.590	-0.0005	8931131
2025-01-02	12.620	0.0024	7715193
2025-01-03	12.176	-0.0352	8078031
2025-01-06	12.652	0.0391	15650890
2025-01-07	12.788	0.0107	24909714
2025-01-08	12.450	-0.0264	10390360
2025-01-09	12.420	-0.0024	14341542
2025-01-10	12.276	-0.0116	7650068
2025-01-13	12.040	-0.0192	10398062
2025-01-14	12.100	0.0050	11924855
2025-01-15	12.330	0.0190	10944457
2025-01-16	12.208	-0.0099	12122529
2025-01-17	12.550	0.0280	14049997
2025-01-20	12.848	0.0237	27525479
2025-01-21	12.652	-0.0153	16165354
2025-01-22	12.700	0.0038	12674299
2025-01-23	12.662	-0.0030	11051230
2025-01-24	12.794	0.0104	7945874
2025-01-27	12.982	0.0147	16986347
2025-01-28	12.830	-0.0117	12554694
2025-01-29	12.870	0.0031	22787236
2025-01-30	13.030	0.0124	8402709
2025-01-31	12.962	-0.0052	11678312
2025-02-03	12.376	-0.0452	10784051
2025-02-04	12.610	0.0189	37740205
2025-02-05	12.550	-0.0048	15183607
2025-02-06	12.674	0.0099	10092243
2025-02-07	12.532	-0.0112	15410776
2025-02-10	12.628	0.0077	14538227
2025-02-11	12.662	0.0027	9555438
2025-02-12	12.674	0.0009	10222757
2025-02-13	13.250	0.0454	10714976
2025-02-14	13.424	0.0131	30824152
2025-02-17	13.432	0.0006	18129454
2025-02-18	13.558	0.0094	7286920
2025-02-19	13.332	-0.0167	12129361
2025-02-20	13.334	0.0002	12871054
2025-02-21	13.488	0.0115	13459478
2025-02-24	13.470	-0.0013	15689191
2025-02-25	13.490	0.0015	12394115
2025-02-26	12.944	-0.0405	13284411
2025-02-27	12.270	-0.0521	49725395
2025-02-28	12.360	0.0073	31244099
2025-03-03	12.328	-0.0026	26586990
2025-03-04	11.076	-0.1016	18266360
2025-03-05	11.576	0.0451	53544121
2025-03-06	11.816	0.0207	34316906
2025-03-07	11.646	-0.0144	18839114
2025-03-10	11.948	0.0259	18841886
2025-03-11	11.324	-0.0522	20819462
2025-03-12	11.262	-0.0055	26211803
2025-03-13	11.004	-0.0229	16160729
2025-03-14	11.274	0.0245	16916163
2025-03-17	11.430	0.0138	15820106
2025-03-18	11.586	0.0136	12330870
2025-03-19	11.620	0.0029	15072620
2025-03-20	11.272	-0.0299	11818128
2025-03-21	11.100	-0.0153	17973292
2025-03-24	11.316	0.0195	25601385
2025-03-25	11.400	0.0074	16692543
2025-03-26	11.394	-0.0005	12858707
2025-03-27	10.912	-0.0423	15764482
2025-03-28	10.482	-0.0394	34638651
2025-03-31	10.262	-0.0210	23766949
2025-04-01	10.284	0.0021	23740582
2025-04-02	10.192	-0.0089	15771641
2025-04-03	9.371	-0.0806	14271698
2025-04-04	8.776	-0.0635	35993223
2025-04-07	8.289	-0.0555	57027175
2025-04-08	8.219	-0.0084	57462064
2025-04-09	7.770	-0.0546	39319291
2025-04-10	7.971	0.0259	48787415
2025-04-11	7.667	-0.0381	49409996
2025-04-14	7.814	0.0192	42567126
2025-04-15	8.319	0.0646	23911457
2025-04-16	8.229	-0.0108	36694181
2025-04-17	8.291	0.0075	28345633
2025-04-22	7.712	-0.0698	20334636
2025-04-23	7.938	0.0293	44726229
2025-04-24	8.128	0.0239	32369901
2025-04-25	8.199	0.0087	22457796
2025-04-28	8.221	0.0027	19480811
2025-04-29	8.301	0.0097	15382131
2025-04-30	8.140	-0.0194	28363988
2025-05-02	8.380	0.0295	33831911
2025-05-05	8.378	-0.0002	32615510
2025-05-06	8.320	-0.0069	12424192
2025-05-07	8.298	-0.0026	20354173
2025-05-08	8.711	0.0498	17161180
2025-05-09	8.757	0.0053	25833984
2025-05-12	9.357	0.0685	24906707
2025-05-13	9.768	0.0439	42336605
2025-05-14	9.692	-0.0078	29813423
2025-05-15	9.572	-0.0124	23512954
2025-05-16	9.572	0.0000	18227024
2025-05-19	9.448	-0.0130	17732558
2025-05-20	9.574	0.0133	17929556
2025-05-21	9.535	-0.0041	18009694
2025-05-22	9.165	-0.0388	16548823
2025-05-23	8.742	-0.0462	21046252
2025-05-26	9.180	0.0501	31755837
2025-05-27	9.220	0.0044	17423701
2025-05-28	9.014	-0.0223	19369214
2025-05-29	9.066	0.0058	25153692
2025-05-30	8.965	-0.0111	24222728
2025-06-02	8.520	-0.0496	22266867
2025-06-03	8.740	0.0258	26183338
2025-06-04	8.678	-0.0071	23798813
2025-06-05	8.585	-0.0107	15751353
2025-06-06	8.673	0.0103	17389738
2025-06-09	8.718	0.0052	14669423
2025-06-10	9.151	0.0497	10950262
2025-06-11	9.028	-0.0134	30006288
2025-06-12	8.768	-0.0288	16887887
2025-06-13	8.483	-0.0325	16451751
2025-06-16	8.539	0.0066	25999727
2025-06-17	8.601	0.0073	18747415
2025-06-18	8.323	-0.0323	15439463
2025-06-19	8.155	-0.0202	17380094
2025-06-20	8.203	0.0059	13144711
2025-06-23	8.010	-0.0235	14313972
2025-06-24	8.254	0.0305	18357429
2025-06-25	8.509	0.0309	17466022
2025-06-26	8.341	-0.0197	23691964
2025-06-27	8.818	0.0572	9052094
2025-06-30	8.578	-0.0272	22626231
2025-07-01	8.601	0.0027	13342755
2025-07-02	8.745	0.0167	22841098
2025-07-03	8.747	0.0002	30751440
2025-07-04	8.573	-0.0199	24089726
2025-07-07	8.394	-0.0209	16052356
2025-07-08	8.617	0.0266	23769719
2025-07-09	8.745	0.0149	21065268
2025-07-10	8.844	0.0113	16013043
2025-07-11	8.586	-0.0292	8125744
2025-07-14	8.434	-0.0177	25330973
2025-07-15	8.530	0.0114	14872708
2025-07-16	8.144	-0.0453	15567609
2025-07-17	8.173	0.0036	20645022
2025-07-18	7.913	-0.0318	8861801
2025-07-21	8.035	0.0154	34650112
2025-07-22	7.881	-0.0192	40623767
2025-07-23	8.601	0.0914	24597676
2025-07-24	8.246	-0.0413	50212459
2025-07-25	8.505	0.0314	26472401
2025-07-28	8.273	-0.0273	24568888
2025-07-29	8.286	0.0016	30182491
2025-07-30	7.912	-0.0451	49765155
2025-07-31	7.916	0.0005	30051408
2025-08-01	7.589	-0.0413	17398748
2025-08-04	7.612	0.0030	24808254
2025-08-05	7.584	-0.0037	7440095
2025-08-06	7.633	0.0065	15932084
2025-08-07	7.896	0.0345	14072824
2025-08-08	8.086	0.0241	23878339
2025-08-11	8.020	-0.0082	20528554
2025-08-12	8.274	0.0317	13863124
2025-08-13	8.276	0.0002	20941353
2025-08-14	8.324	0.0058	17330900
2025-08-18	8.316	-0.0010	19266784
2025-08-19	8.584	0.0322	12146611
2025-08-20	8.428	-0.0182	20104996
2025-08-21	8.295	-0.0158	14925335
2025-08-22	8.646	0.0423	13377826
2025-08-25	8.572	-0.0086	23140524
2025-08-26	8.412	-0.0187	11702772
2025-08-27	8.173	-0.0284	20600216
2025-08-28	8.215	0.0051	19419395
2025-08-29	8.184	-0.0038	27861321
2025-09-01	8.230	0.0056	17691436
2025-09-02	8.070	-0.0194	11144487
2025-09-03	7.792	-0.0344	16017764
2025-09-04	7.713	-0.0101	22547193
2025-09-05	7.750	0.0048	20700076
2025-09-08	7.622	-0.0165	20358524
2025-09-09	7.620	-0.0003	22427470
2025-09-10	7.460	-0.0210	19082602
2025-09-11	8.145	0.0918	23749268
2025-09-12	7.995	-0.0184	43750129
2025-09-15	8.072	0.0096	28215943
2025-09-16	8.140	0.0084	7067863
2025-09-17	8.238	0.0120	24743922
2025-09-18	8.400	0.0197	27649720
2025-09-19	8.447	0.0056	31209632
2025-09-22	8.226	-0.0262	95231021
2025-09-23	8.485	0.0315	14213180
2025-09-24	8.181	-0.0358	27981002
2025-09-25	7.990	-0.0233	12614508
2025-09-26	7.905	-0.0106	27490812
2025-09-29	7.989	0.0106	24687844
2025-09-30	7.864	-0.0156	23121840
2025-10-01	8.140	0.0351	19192993
2025-10-02	8.816	0.0830	6605353
2025-10-03	9.020	0.0231	69049912
2025-10-06	9.216	0.0217	31185509
2025-10-07	9.433	0.0235	22212836
2025-10-08	9.317	-0.0123	36975894
2025-10-09	9.231	-0.0092	28318675
2025-10-10	8.560	-0.0727	36342285
2025-10-13	8.793	0.0272	48870339
2025-10-14	8.373	-0.0478	24923714
2025-10-15	8.642	0.0321	31615917
2025-10-16	8.838	0.0227	23049984
2025-10-17	8.915	0.0087	20363194
2025-10-20	9.117	0.0227	23916483
2025-10-21	9.117	0.0000	23267996
2025-10-22	9.352	0.0258	23267996
2025-10-23	9.229	-0.0132	24181371
2025-10-24	9.445	0.0234	18482396
2025-10-27	9.443	-0.0002	21656232
2025-10-28	9.592	0.0158	20425082
2025-10-29	9.707	0.0120	9949985
2025-10-30	8.845	-0.0888	35362928
2025-10-31	8.778	-0.0076	76778104
2025-11-03	8.855	0.0088	20034417
2025-11-04	8.642	-0.0241	22151911
2025-11-05	8.810	0.0194	20303239
2025-11-06	8.738	-0.0082	25658508
2025-11-07	8.710	-0.0032	18231894
2025-11-10	8.916	0.0237	15869286
2025-11-11	9.039	0.0138	18287013
2025-11-12	9.225	0.0206	7990901
2025-11-13	9.244	0.0021	22204960
2025-11-14	9.004	-0.0260	12474611
2025-11-17	8.784	-0.0244	18958182
2025-11-18	8.394	-0.0444	15710678
2025-11-19	8.453	0.0070	26622350
2025-11-20	8.196	-0.0304	13671892
2025-11-21	8.453	0.0314	22958919
2025-11-24	8.740	0.0340	24427885
2025-11-25	9.047	0.0351	23121255
2025-11-26	8.949	-0.0108	29186437
2025-11-27	9.014	0.0073	16697694
2025-11-28	9.193	0.0199	14164059
2025-12-01	9.225	0.0035	22838958
2022-12-02	9.129	-0.0104	18595204
2025-12-03	9.832	0.0770	18253736
2025-12-04	10.184	0.0358	61644393
2025-12-05	10.400	0.0212	41057330
2025-12-09	10.098	-0.0290	11614654
2025-12-10	10.170	0.0071	6127877
2025-12-11	10.020	-0.0147	17298146
2025-12-12	10.040	0.0020	31221284
2025-12-15	10.112	0.0072	17705769
2025-12-16	10.110	-0.0002	21376853
2025-12-17	10.026	-0.0083	19403379
2025-12-18	10.002	-0.0024	16917745
2025-12-19	9.905	-0.0097	23369825
2025-12-22	9.446	-0.0463	31912679
2025-12-23	9.405	-0.0043	31839327
2025-12-29	9.415	0.0011	14661874
2025-12-30	9.461	0.0049	10535069
2026-01-02	9.715	0.0268	11036610
2026-01-05	9.608	-0.0110	18495306
2026-01-06	9.408	-0.0208	20395301
2026-01-07	9.273	-0.0143	22514219
2026-01-08	9.417	0.0155	19354387
2026-01-09	9.397	-0.0021	29382236
2026-01-12	8.990	-0.0433	30580551
2026-01-13	8.674	-0.0352	36226513
2026-01-14	8.769	0.0110	34685999
2026-01-15	8.648	-0.0138	26177463
2026-01-16	8.387	-0.0302	17214663
2026-01-19	8.223	-0.0196	24450364
2026-01-20	8.084	-0.0169	22371957
2026-01-21	8.241	0.0194	19846370
2026-01-22	8.396	0.0188	23439830
2026-01-23	8.287	-0.0130	22532956
2026-01-26	8.113	-0.0210	18042315
2026-01-27	8.157	0.0054	15967948
2026-01-28	8.168	0.0013	22071057
2026-01-29	8.120	-0.0059	15970413
2026-01-30	8.286	0.0204	14561057
2026-02-02	8.406	0.0145	17836058
2026-02-03	8.372	-0.0040	17145484
2026-02-04	8.662	0.0346	24307446
2026-02-05	8.167	-0.0571	31141777
2026-02-06	6.111	-0.2517	33770548
2026-02-09	6.141	0.0049	237215533
2026-02-10	6.350	0.0340	76562509
2026-02-11	6.435	0.0134	66013116
2026-02-12	6.654	0.0340	38696008
2026-02-13	6.613	-0.0062	44918007
2026-02-16	6.643	0.0045	31984050
2026-02-17	6.571	-0.0108	27270613
2026-02-18	6.703	0.0201	25320755
2026-02-19	6.421	-0.0421	22546387
2026-02-20	6.552	0.0204	32466085
2026-02-23	6.472	-0.0122	37680339
2026-02-24	6.590	0.0182	20738892
2026-02-25	6.502	-0.0134	28185061
2026-02-26	6.778	0.0424	21733496
2026-02-27	6.941	0.0240	56803602
2026-03-02	6.444	-0.0716	38115558
2026-03-03	6.194	-0.0388	53683800
2026-03-04	6.491	0.0479	50360014
2026-03-05	6.292	-0.0307	40172576
2026-03-06	6.172	-0.0191	35058005
2026-03-09	5.987	-0.0300	30783189
2026-03-10	6.059	0.0120	43398408
2026-03-11	5.974	-0.0140	33016908
2026-03-12	5.974	0.0000	26354161
2026-03-13	5.713	-0.0437	41821769
2026-03-16	5.705	-0.0014	28844073
2026-03-17	5.879	0.0305	30395391
2026-03-18	5.762	-0.0199	29769117
2026-03-19	5.572	-0.0330	24438084
2026-03-20	5.531	-0.0074	27220460
2026-03-23	5.649	0.0213	34434013
2026-03-24	5.842	0.0342	43965688
2026-03-25	5.938	0.0164	30862250
2026-03-26	5.870	-0.0115	29196036
2026-03-27	5.882	0.0020	31338644
2026-03-30	5.993	0.0189	23343237
2026-03-31	6.059	0.0110	25288253
2026-04-01	6.322	0.0434	23330686
2026-04-02	6.580	0.0408	35252866
2026-04-07	6.324	-0.0389	54288402
2026-04-08	6.714	0.0617	44143473
2026-04-09	6.717	0.0004	53599197
2026-04-10	6.891	0.0259	25300134
2026-04-13	6.694	-0.0286	31245430
2026-04-14	6.927	0.0348	29899683
2026-04-15	7.050	0.0178	32980873
2026-04-16	6.968	-0.0116	56610636
2026-04-17	7.441	0.0679	29483442
2026-04-20	7.349	-0.0124	48003372
2026-04-21	7.386	0.0050	30131514
2026-04-22	7.303	-0.0112	25766414
2026-04-23	7.192	-0.0152	19830888
2026-04-24	6.837	-0.0494	20355071
2026-04-27	6.836	-0.0001	34934783
2026-04-28	6.695	-0.0206	19806715
2026-04-29	6.631	-0.0096	32505093
2026-04-30	6.209	-0.0636	19674312
2026-05-04	6.121	-0.0142	82484972
2026-05-05	6.181	0.0098	31320775
2026-05-06	6.485	0.0492	25525617
2026-05-07	6.408	-0.0119	42356481
2026-05-08	6.516	0.0169	20791118
2026-05-11	6.416	-0.0153	16061883
2026-05-12	6.261	-0.0242	20925095
2026-05-13	6.473	0.0339	19544389
2026-05-14	6.702	0.0354	27666311
2026-05-15	6.467	-0.0351	30769515
2026-05-18	6.396	-0.0110	32771308
2026-05-19	6.353	-0.0067	20769469
2026-05-20	6.437	0.0132	19189488
2026-05-21	6.307	-0.0202	23169903
2026-05-22	6.508	0.0319	68615194
2026-05-25	6.698	0.0292	47078901
2026-05-26	6.763	0.0097	20752302
2026-05-27	7.020	0.0380	22413253
2026-05-28	6.998	-0.0031	43476277
2026-05-29	6.865	-0.0190	22206583
2026-06-01	6.677	-0.0274	40063998
2026-06-02	6.629	-0.0072	27259142
2026-06-03	6.361	-0.0404	21051948
2026-06-04	6.425	0.0101	33798073
2026-06-05	6.220	-0.0319	20099103
2026-06-08	6.150	-0.0113	22922801
2026-06-09	6.033	-0.0190	31394894
2026-06-10	5.771	-0.0434	27814630
2026-06-11	5.791	0.0035	41862440
2026-06-12	5.892	0.0174	37842111
2026-06-15	6.085	0.0328	49403470
2026-06-16	5.971	-0.0187	47327803
2026-06-17	5.777	-0.0325	27333409
2026-06-18	5.565	-0.0367	37381299
2026-06-19	5.572	0.0013	67371032
2026-06-22	5.653	0.0145	31657445
2026-06-23	5.272	-0.0674	24611131
2026-06-24	5.176	-0.0182	49466933
2026-06-25	5.127	-0.0095	36698468
2026-06-26	5.022	-0.0205	32947583
2026-06-29	4.884	-0.0275	45328483
2026-06-30	4.976	0.0188	31315948
2026-07-01	5.142	0.0334	37428976
2026-07-02	5.115	-0.0053	32139661
2026-07-03	4.933	-0.0356	41872148
2026-07-06	5.021	0.0178	43562554
2026-07-07	4.984	-0.0074	35241077
2026-07-08	4.695	-0.0580	30710578
2026-07-09	4.675	-0.0043	55832401
2026-07-10	4.834	0.0340	34321385
2026-07-13	4.930	0.0199	34756926
2026-07-14	4.999	0.0140	31299499
2026-07-15	5.166	0.0334	29840688
2026-07-16	5.250	0.0163	38122695
2026-07-17	5.086	-0.0312	28712210
2026-07-20	5.052	-0.0067	28605309
2026-07-21	5.077	0.0049	20228472
2026-07-22	5.087	0.0020	33732348
2026-07-23	5.020	-0.0132	25232587
2026-07-24	5.020	0.0000	21118232
2026-07-27	4.966	-0.0108	23417559
2026-07-28	5.076	0.0222	38501186
2026-07-29	5.289	0.0420	37164091
2026-07-30	5.061	-0.0431	60196785
2026-07-31	4.962	-0.0196	114388539
2026-08-03	4.948	-0.0028	78288679
2026-08-04	4.991	0.0087	58067633
2026-08-05	4.900	-0.0182	52255043
2026-08-06	4.870	-0.0061	40228866
2026-08-07	4.789	-0.0166	29669472
2026-08-10	4.878	0.0186	61734784
2026-08-11	4.751	-0.0260	33767319
2026-08-12	4.629	-0.0257	34359672
2026-08-13	4.627	-0.0004	49407812
2026-08-14	4.620	-0.0015	43498213
2026-08-17	4.430	-0.0411	29737964
2026-08-18	4.381	-0.0111	49850686
2026-08-19	4.640	0.0591	34105744
2026-08-20	4.468	-0.0371	60371885
2026-08-21	4.646	0.0398	59912195
2026-08-24	4.424	-0.0478	39556810
2026-08-25	4.486	0.0140	44489429
2026-08-26	4.461	-0.0056	33911827
2026-08-27	4.576	0.0258	23834196
2026-08-28	4.681	0.0229	34429021
2026-08-31	4.755	0.0158	41416918
2026-09-01	4.641	-0.0240	37362138
2026-09-02	4.512	-0.0278	32673100
2026-09-03	4.702	0.0421	35719398
2026-09-04	4.786	0.0179	31686004
2026-09-07	4.806	0.0042	36227889
2026-09-08	4.672	-0.0279	22913780
2026-09-09	4.568	-0.0223	30002695
2026-09-10	4.547	-0.0046	28451543
2026-09-11	4.670	0.0271	30687453
2026-09-14	4.540	-0.0278	29909478
2026-09-15	4.487	-0.0117	33155861
2026-09-16	4.338	-0.0332	58756337
2026-09-17	4.436	0.0226	43003506
