Date,STELLANTIS,LOTTOMATICA GROUP,SAIPEM,MAIRE,GPI,TECHNOGYM,BUZZI,CALTAGIRONE,CALTAGIRONE EDIT,CAIRO COMMUNICATION,CLASS EDITORI,DIGITAL BROS,EDIL SAN FELICE,ESPE,EVISO,HEALTH ITALIA,IGD,IVECO GROUP,ITALIAN EXHIBITION GROUP,LABORATORIO FARMACEUTICO ERFO,LEONARDO,LINDBERGH,MAPS,OVS,POSTE ITALIANE,PRYSMIAN,RCS MEDIAGROUP,RECORDATI ORD,REPLY,REWAY GROUP,SG COMPANY,SOL,SYS-DAT,TENARIS,TXT E-SOLUTIONS,WEBUILD,4AIM SICAF,A.B.P. NOCIVELLI,A2A,AATECH,ABBVIE,ABITARE IN,ACEA,ACINQUE,ACQUAZZURRA,AEDES,AEFFE,AEROPORTO GUGLIELMO MARCONI DI BOLOGNA,ALA,ALERION,ALFIO BARDOLLA,ALFONSINO,ALKEMY,ALLCORE,ALTEA GREEN POWER,AMBROMOBILIARE,AMPLIFON,ANIMA HOLDING,ANTARES VISION,AQUAFIL,ARISTON HOLDING,ARTERRA BIOSCIENCE,ASCOPIAVE,ASKOLL EVA,AUTOSTRADE MERID,AVIO,AZIMUT,B C SPEAKERS,B.F.,BANCA GENERALI,BANCA IFIS,BANCA MEDIOLANUM,BANCA MONTE PASCHI SIENA,BANCA SISTEMA,BANCO BPM,BASICNET,BASTOGI SPA,BCA POP SONDRIO,BCA PROFILO,BCO DESIO BRIANZA,BEEWIZE,BEGHELLI,BELLINI NAUTICA,BESTBE HOLDING,BFF BANK,BIALETTI INDUSTRIE,BIESSE,BORGOSESIA,BPER BANCA,BREMBO,BRIOSCHI,BRUNELLO CUCINELLI,CALEFFI,CAMPARI,CAREL INDUSTRIES,CASTA DIVA GROUP,CELLULARLINE,CEMBRE,CENTRALE DEL LATTE D'ITALIA,CIR,CIRCLE,CLABO,CLEANBNB,CLOUDIA RESEARCH,COFLE,COMER INDUSTRIES,COMPAGNIA DEI CARAIBI,CONFINVEST,CONVERGENZE,COPERNICO,CREACTIVES GROUP,CREDEM,CROWDFUNDME,CSP INT IND CALZE,CUBE LABS,CULTI MILANO,CY4GATE,CYBEROO,D'AMICO,DANIELI C,DANIELI C RISP NC,DATALOGIC,DATRIX,DBA GROUP,DE'LONGHI,DEODATO.GALLERY,DESTINATION ITALIA,DEXELANCE,DHH,DIASORIN,DIGITAL VALUE,DIGITOUCH,DIRECTA SIM,DOTSTAY,DOVALUE,DOXEE,E-GLOBE,E.P.H.,ECOMEMBRANE,ECOSUNTEK,EDILIZIACROBATICA,EDISON R,EEMS,EL.EN.,ELES,ELICA,ELSA SOLUTIONS,EMAK,EMMA VILLAS,ENAV,ENEL,ENERGY,ENERVIT,ENI,EPRCOMUNICAZIONE,EQUITA GROUP,ERG,ERREDUE,ESAUTOMOTION,ESI,ESPRINET,ESTRIMA,EUKEDOS,EUROGROUP LAMINATIONS,EUROTECH,EXECUS,EXPERT.AI,FAE TECHNOLOGY,FARMACOSMO,FERRARI,FERVI,FIERA MILANO,FILA,FINANZA.TECH,FINCANTIERI,FINE FOODS PHARMACEUTICALS NTM,FINECOBANK,FIRST CAPITAL,FNM,FOPE,FOS,FRANCHETTI,FRANCHI UMBERTO MARMI,FRENDY ENERGY,G.M. LEATHER,GABETTI,GAMBERO ROSSO,GAROFALO HEALTH CARE,GAS PLUS,GEFRAN,GEL,GENERALFINANCE,GENERALI,GENTILI MOSCONI,GEOX,GIGLIO GROUP,GIGLIO.COM,GISMONDI 1754,GREEN OLEO,GRIFAL,GROWENS,GVS,H-FARM,HERA,HIGH QUALITY FOOD,I GRANDI VIAGGI,I.M.D. INTERNATIONAL MEDICAL DEVICES,IDNTT,IL SOLE 24 ORE,ILPRA,IMMSI,IMPIANTI,INDEL B,INDUSTRIE CHIMICHE FORESTALI,INDUSTRIE DE NORA,INIZIATIVE BRESCIANE,INTERCOS,INTERNATIONAL CARE COMPANY,INTERPUMP GROUP,INTESA SANPAOLO,INTRED,INWIT,IRCE,IREN,ISCC FINTECH,IT WAY,ITALGAS,ITALIAN WINE BRANDS,ITALMOBILIARE,IVISION TECH,JUVENTUS FC,KME GROUP,KME GROUP RSP,KRUSO KAPITAL,LA SIA,LANDI RENZO,LEMON SISTEMI,LEONE FILM GROUP,LONGINO CARDENAL,LUCISANO MEDIA GROUP,LUVE,MAGIS,MARR,MARZOCCHI POMPE,MASI AGRICOLA,MATICA FINTEC,MEDIOBANCA,MET.EXTRA GROUP,MEVIM,MFE A,MFE B,MIT SIM,MOLTIPLY GROUP,MONCLER,MONDADORI EDIT,MONDO TV,MONDO TV FRANCE,MONNALISA,MONRIF,NB AURORA,NEODECORTECH,NEOSPERIENCE,NETWEEK,NEUROSOFT,NEWLAT FOOD,NEXI,NEXT RE,NOTORIOUS PICTURES,NUSCO,OFFICINA STELLARE,OLIDATA,OMER,ORSERO,OSAI AUTOMATION SYSTEM,PASQUARELLI AUTO,PATTERN,PHARMANUTRA,PIAGGIO,PININFARINA SPA,PIQUADRO,PIRELLI C,PLANETEL,PLC,POLIGRAFICI PRINTING,PORTO AVIATION GROUP,PORTOBELLO,POWERSOFT,POZZI MILANO,PREMIA FINANCE,PROMOTICA,RACING FORCE,RADICI,RAI WAY,RATTI,REDELFI,REDFISH LONGTERM CAPITAL,RES,RETI,REVO INSURANCE,RIBA MUNDO TECNOLOGIA,RISANAMENTO,ROCKET SHARING COMPANY,ROSETTI MARINO,S.S. LAZIO,SABAF,SACCHERIA F.LLI FRANCESCHETTI,SAFILO GROUP,SALVATORE FERRAGAMO,SBE-VARVIT,SCIUKER FRAMES,SECO,SESA,SIAV,SICILY BY CAR,SIMONE,SIT,SNAM,SOCIETA' EDITORIALE IL FATTO,SOFTLAB,SOGEFI,SOLID WORLD GROUP,SOLUTIONS CAPITAL MANAGEMENT SIM,SOMEC,SOSTRAVEL.COM,SPINDOX,STAR7,SVAS BIOSANA,TALEA GROUP,TAMBURI,TECHNOPROBE,TECMA SOLUTIONS,TELECOM ITALIA,TELECOM ITALIA R,TELESIA,TENAX INTERNATIONAL,TERNA,TESMEC,TESSELLIS,THE ITALIAN SEA GROUP,TINEXTA,TMP GROUP,TOSCANA AEROPORTI,TPS,TRAWELL CO,TRENDEVICE,TREVI FIN IND,TRIBOO,UCAPITAL24,UNICREDIT,UNIDATA,UNIPOL,VALICA,VALSOIA,VALTECNE,VANTEA SMART,VIMI FASTENERS,VNE,WEBSOLUTE,WEBUILD RSP,XENIA HOTELLERIE SOLUTION,YOLO GROUP,ZEST,ZIGNAGO VETRO,ZUCCHI
22-02-2024,24.22999954,11.55799961,1.406000018,5.130000114,10.77999973,9.31000042,32.08000183,4.190000057,1.029999971,1.809999943,0.102499999,8.914999962,3.150000095,1.5,3.019999981,145,2.214999914,11.03499985,4.78000021,1.174999952,19.07999992,2.420000076,3.089999914,2.194000006,10.25,44.63999939,0.748000026,51.68000031,124.5,4.570000172,0.241999999,27.89999962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-02-2024,24.61000061,11.53999996,1.401499987,5.034999847,11.07999992,9.350000381,31.62000084,4.230000019,1.075000048,1.807999969,0.103,9.100000381,3.269999981,2.75999999,3.059999943,140,2.170000076,11.10000038,4.789999962,1.164999962,19,2.390000105,3.099999905,2.200000048,10.30000019,45.22999954,0.739000022,52.88000107,124.5999985,4.630000114,0.234999999,28.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-02-2024,24.30500031,11.52799988,1.432000041,5.130000114,11.35999966,9.31499958,31.54000092,4.150000095,1.059999943,1.809999943,0.108000003,8.869999886,3.359999895,4.039999962,3.150000095,137.5,2.25999999,11.60000038,4.800000191,1.149999976,19.97999954,2.400000095,3.059999943,2.253999949,10.31000042,44.29000092,0.740999997,51.65999985,127.0999985,4.570000172,0.231999993,28.64999962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-02-2024,24.24500084,11.48200035,1.493000031,5.15500021,11.26000023,8.954999924,31.42000008,4.03000021,1.054999948,1.792000055,0.102499999,8.914999962,3.359999895,3.460000038,3.170000076,134.5,1.879999995,11.625,4.800000191,1.125,19.51000023,2.400000095,3.069999933,2.319999933,10.46000004,44.29999924,0.749000013,50.97999954,128.1000061,4.570000172,0.232999995,28.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-02-2024,24.36499977,11.50199986,1.483500004,5.139999866,11.39999962,8.43999958,31.20000076,4.210000038,1.054999948,1.792000055,0.098999999,8.925000191,3.319999933,3.400000095,3.190000057,134.5,1.769999981,11.68500042,4.849999905,1.149999976,19.63999939,2.420000076,3.049999952,2.253999949,10.51500034,44.88999939,0.744000018,50.72000122,128.5,4.690000057,0.232999995,28.79999924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-02-2024,24.13500023,11.10000038,1.680999994,5.300000191,11.47999954,8.789999962,31.23999977,4.210000038,1.039999962,1.769999981,0.090999998,9.079999924,3.390000105,3.5,3.329999924,126,1.697999954,11.38000011,4.840000153,1.080000043,19.75499916,2.400000095,3.049999952,2.201999903,10.84000015,46.04999924,0.739000022,51.75999832,128.1999969,4.650000095,0.238000005,29.20000076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-03-2024,24.43499947,11.39999962,1.821499944,5.320000172,11.35999966,8.75,31.02000046,4.190000057,1.054999948,1.781999946,0.080399998,8.994999886,3.359999895,3.420000076,3.450000048,132,1.70599997,11.97000027,4.800000191,1.139999986,20.23999977,2.5,3.049999952,2.246000051,11.28499985,46.00999832,0.740999997,51.95999908,127.5999985,4.650000095,0.237000003,28.95000076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-03-2024,24.625,11.12199974,1.909999967,5.465000153,11.19999981,8.800000191,31.23999977,4.190000057,1.070000052,1.799999952,0.0788,8.864999771,3.369999886,3.450000048,3.5,130,1.661999941,11.89999962,4.900000095,1.100000024,20.54000092,2.660000086,3,2.25,11.21500015,46.18000031,0.742999971,51.72000122,128.1000061,4.650000095,0.252000004,29.14999962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-03-2024,24.72999954,11.02999973,1.978999972,6.110000134,11.19999981,8.914999962,31.04000092,4.239999771,1.059999943,1.792000055,0.079999998,8.640000343,3.460000038,3.450000048,3.359999895,129.5,1.675999999,12,4.900000095,1.085000038,20.70999908,2.779999971,3,2.203999996,11.28499985,46.34999847,0.742999971,51.72000122,122.4000015,4.699999809,0.254999995,29.64999962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-03-2024,25,10.8739996,1.934999943,6.445000172,11.07999992,9.055000305,31.21999931,4.239999771,1.059999943,1.792000055,0.091399997,8.375,3.369999886,3.450000048,3.390000105,135,1.656000018,12.09000015,4.900000095,1.129999995,20.87999916,2.730000019,3.019999981,2.267999887,11.39000034,46.97999954,0.740999997,51.95999908,125.0999985,4.760000229,0.250999987,29.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-03-2024,25.18000031,10.85000038,1.972499967,6.755000114,11.60000038,9.239999771,32.36000061,4.199999809,1.044999957,1.797999978,0.090999998,8.270000458,3.339999914,3.549999952,3.289999962,142,1.64199996,11.95499992,5,1.095000029,20.77000046,2.640000105,3.019999981,2.226000071,11.46000004,46.97000122,0.74000001,52.58000183,126.4000015,5.059999943,0.254000008,30.10000038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-03-2024,25.10499954,10.96199989,1.99849999,6.864999771,11.27999973,9.25,32.77999878,4.199999809,1.059999943,1.805999994,0.090000004,8.125,3.170000076,3.579999924,3.220000029,145.5,1.629999995,12.25500011,4.909999847,1.070000052,20.69000053,2.619999886,3,2.197999954,11.50500011,46.84999847,0.737999976,52.86000061,127.5999985,5,0.256999999,30.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-03-2024,25.29500008,11.19400024,1.976500034,6.90500021,11.10000038,9.369999886,33.08000183,4.199999809,1.120000005,1.776000023,0.087200001,8.149999619,3,3.640000105,3.200000048,135,1.610000014,12.39500046,4.869999886,1.044999957,19.85000038,2.579999924,3.039999962,2.190000057,11.56999969,45.88999939,0.74000001,52.74000168,124,5,0.254000008,30.04999924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-03-2024,25.76499939,11.23400021,1.998000026,7.010000229,10.81999969,9.520000458,33.70000076,4.329999924,1.11500001,1.779999971,0.0898,7.980000019,3.109999895,3.799999952,3.349999905,142,1.582000017,12.23999977,4.800000191,1.029999971,20.01000023,2.599999905,3,2.223999977,11.625,46.93000031,0.739000022,53.08000183,124.6999969,5.019999981,0.243000001,30.29999924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-03-2024,25.43499947,11.67199993,1.978500009,6.965000153,11.39999962,9.640000343,33.88000107,4.5,1.085000038,1.781999946,0.092200004,8.069999695,3.160000086,3.869999886,3.369999886,140,1.508000016,12.17000008,4.739999771,1.059999943,20.70000076,2.619999886,2.980000019,2.246000051,11.64500046,47.38000107,0.749000013,52.86000061,132.5,5,0.247999996,30.39999962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-03-2024,25.37000084,11.85000038,2.068000078,7.090000153,11.31999969,9.699999809,34.08000183,4.519999981,1.065000057,1.797999978,0.092600003,8.329999924,3.130000114,3.849999905,3.369999886,138,1.5,13.56000042,4.889999866,1.090000033,21.36000061,2.450000048,2.940000057,2.286000013,11.71000004,48.09999847,0.742999971,52.77999878,130.8999939,5,0.243000001,29.79999924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-03-2024,26.03000069,11.93400002,2.105000019,6.974999905,11.19999981,9.43500042,34.5,4.590000153,1.065000057,1.779999971,0.095600002,8.494999886,3.119999886,4,3.329999924,135.5,1.45599997,13.40499973,4.78000021,1.100000024,21.28000069,2.519999981,2.960000038,2.246000051,11.72000027,47.61000061,0.750999987,52.84000015,132,5,0.25,30.14999962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-03-2024,26.14999962,11.78800011,2.111999989,6.965000153,12.02000046,9.404999733,34.43999863,4.650000095,1.059999943,1.860000014,0.093999997,8.18999958,3.170000076,3.970000029,3.349999905,125,1.417999983,13.06499958,4.829999924,1.070000052,21.76000023,2.589999914,2.940000057,2.253999949,11.77999973,47.95999908,0.758000016,51.86000061,132.8000031,5.019999981,0.254000008,30.29999924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-03-2024,26.61000061,11.09599972,2.086999893,7.130000114,11.80000019,9.345000267,35,4.579999924,1.070000052,1.878000021,0.093000002,8.095000267,3.109999895,3.940000057,3.380000114,124.3000031,1.427999973,13.47000027,4.889999866,1.144999981,22.11000061,2.579999924,2.970000029,2.288000107,11.93000031,48.72000122,0.753000021,51.22000122,132.6999969,5,0.248999998,30.14999962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-03-2024,26.65999985,11,2.108999968,7.224999905,12.02000046,9.375,35.81999969,4.510000229,1.059999943,1.853999972,0.093199998,7.940000057,3.109999895,3.980000019,3.390000105,122.1200027,1.422000051,13.64500046,4.800000191,1.179999948,22.21999931,2.559999943,3,2.257999897,11.47000027,49.40999985,0.768999994,50.86000061,131.8000031,5,0.238000005,30.29999924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
